"original_story","reordered_story"
"Lynn wanted to quit doing heroin | She knew it would be hard | So she signed up for support groups to be sure she had help | It was a long, tough struggle, but Lynn fought hard | In the end, she managed to get clean!","42513"
"A girl went into a cafe and approached the counter | She asked if she could plug her cell phone charger in | The cashier told her it was okay and plugged it in behind the counter | When the girl left, the cashier secretly unplugged the charger | He felt very evil for betraying her trust, but he never liked her","24315"
"Donna wanted to be an elementary school teacher | She always dreamed of working with children | But her dreams changed after she was hired at a local school | She became sick of dealing with kids and parents | And she wished she never became a teacher","23451"
"The mountain loomed on the horizon | They had their gear all packed, it was time to go | It was a direct vertical ascent, almost 1000 feet straight up | They began slowly making their way up | The summit would take days, but they knew it would be worth it","51234"
"Sam wanted to go to a party | Her parents wouldn't let her | She decided to go anyways | She ended up getting caught | Her parents punished her for not abiding by the rules","34125"
"Jordan needed to return a pair of pants to the store | He could not find the receipt for the pants, however | He looked in his wallet and junk drawer to no avail | Jordan took the pants to the store anyway | The clerk gave him store credit and a warning for next time","54132"
"Jenny went to the beach on a hot summer day | She laid out her towel on the white sand and put on sunscreen | The ocean breeze and smell of salt made her feel calm | She pulled out a book she never got a chance to finish | She enjoyed the rest of her day relaxing and reading","25431"
"Ken entered a marathon | He didn't train all that much | He was not properly prepared on the day of the marathon | Ken only made it a fourth of the way before giving up | He was too exhausted to continue","41523"
"Bill had just graduated from college when he moved to a new town | Bill didn't know anyone | Bill decided he would make friends at his new job | Bill asked his co-workers to have dinner with him after work one day | They all accepted and are now fast friends with Bill!","34125"
"Kelly decided to run in a marathon for cancer | She woke up everyday at 5am to run 5 miles | She even trained with a personal trainer to complete the entire race | On the day of the race, there was a snowstorm | The race was cancelled and Kelly felt disappointed","52431"
"We walked down the dark trail | People dressed as monsters jumped out at every turn | We jumped and screamed a lot | We started running at one point | We had a great time at the haunted trail","43215"
"Cruz had a crush on a classmate | He asked the girl to be his girlfriend | The girl admitted that she was interested in someone else | Cruz was heartbroken | His mother spent days trying console him","34521"
"Frank bought a cheap phone at Walmart last month | The phone wasn't very user-friendly | Whenever Frank tried to make a phone call the phone shut off | He was so fed up with the phone at this point | Frank bought the new iPhone","31245"
"Rick is bored with life | He wants a new job | He decides to open a new shop | He opens up a pawn shop | Rick was very happy with his new job","15234"
"Dola had just broken up with her boyfriend | The two met at the mall a few days later | They started to talk, hesitantly at first | Soon they were laughing and chatting just like old times | Dola agreed to give her ex another chance","34512"
"For my 40th birthday party we went out to eat | We arrived at the restaurant | I was surprised that many of my friends met us there | We ate, drank, and had a fun surprise celebration | It was a very good birthday","21345"
"Gina and her family were attending her Grandpa's funeral | Gina didn't want to sit in the front row | She waited in the lobby till everyone was seated | She crept in and took a seat towards the back | Her mother saw her and made her move to the front row","25431"
"Tom got into trouble at work | They claimed he hadn't replied to emails | Tom said he never got them | They checked and the e-mails went to his spam folder | Tom fixed the problem and did better at work","13245"
"Tom wanted to watch a movie | He owned many great movies on DVD | He could not decide which one to watch | He put all of his DVD's in a pile | He closed his eyes and randomly selected one, he enjoyed it","42531"
"Rex had always wanted to learn to play an instrument | He decided to learn to play violin | At first it was tough to play | However, he practiced until he felt comfortable with the violin | He was happy to finally be learning how to play an instrument","24513"
"Henry woke up somewhere cramped and dark | He couldn't move at all, and realized he was in a coffin | He began to scream, but of course no one could hear him | They'd mistaken Henry's coma for death | After some hours, Henry suffocated, proving them right","32541"
"Lisa was going on her first plane ride to visit some cousins | She was very nervous about flying in a plane | She had her eyes shut tight when the plane took off | Before she knew it she was in the air | She realized there wasn't really anything to be afraid of","25314"
"Susie got a gift for her birthday | It was an album | She had never heard it before | When she put it in the computer she couldn't believe it | It was the best album she had heard","31524"
"My mom came home from work | She forgot that baby Elena was by my aunt's house | She panicked and called the cops | They couldn't report anything since no crime happened | My mom received a warning","51243"
"One day at work Jenny spills coffee on her blue jeans | She tries to get the coffee stain out, but it stays on her jeans | She decides she cannot wear them any more | The next day she buys a new pair of jeans for work | She is very careful not to spill anything on her new jeans","15243"
"Mark and Olivia had been fighting a lot | Mark decided he was ready for a divorce | He filed the paperwork at the courthouse | Olivia was crushed | She thought they were going to get back together","32514"
"The mailman delivered my set of new acne products | For the past week, I used it everyday | However, my face started to dry up and it formed rashes | Today, I had to wear a hat in school to protect my face | I had to squint my eyes to relieve the pain","34152"
"Nancy was afraid of roaches | She screamed every time she saw a roach | One evening she fought with her mother and was kicked out | She slept in Mayfair Park, across the street from her house | She used a public restroom and a roach scrambled out her underwear","54312"
"Tory is a busy woman and complains about losing energy | This afternoon, after work, she went to pick up her two kids | They were tired and fell asleep in the front seat | While driving Tory fell asleep and crashed at an intersection | She blamed the crash on the other car, but she was on camera sleeping","31524"
"Olive went to try wedding dresses again that day | She put on a fake engagement ring before heading in the store | She stayed there for two hours looking at herself in the mirror | She told the store clerk she'd come back when she made her choice | But as soon as she was out of the store, she removed the ring","24531"
"The family went to the farm to find a Christmas tree | The found one and chopped it down | It was the perfect size | The took it the their car and tied it down | When they got home they decorated it","52314"
"Mirkle was a Christmas elf at a local department store | He had to go through training in early November | After training, he had to be part of the Christmas village | The day after Thanksgiving Mirkle start in the village | He was the best elf at the village that year","51342"
"Daisy loves to collect rocks and is proud of her large collection | Most of her rocks were found at home or in the school yard | New specimens were getting harder to find, making her sad | Daisy's parents wanted to help, so they planned a trip to the Park | That weekend, they all had a great time together hiking for new rocks","31245"
"I decided to make burgers | I made the patties and put them on a plate | I left the plate on the picnic table | Next thing I knew, the dog had stolen the plate | She had the burger on the ground, eating them all","51423"
"Ernest was playing video games | The sound of explosions and gunfire emitted from the television | His mother walked in the room and sighed | She turned off the television, much to Ernest's protest | Ernest had been playing all morning","31245"
"John knew how to do almost everything | He did not know how to swim though | John wanted to learn so he took lessons | Eventually John learned how to swim | John went on to be a great swimmer","34512"
"I often receive flowers when i was in college | I kept them all inside a book | Then one day i received a dozen of red rose | I had difficulty in putting it in a book because it's too many | So i decided to put it on a vase","32154"
"Susan got a new phone | She needed to see how to use the Touch ID | She put her finger on it | She had to do it numerous times | Finally she did it right","43521"
"Jane loaned Parker her favorite pair of sunshades | Parker never returned the sunshades | Jane confronted Parker about the sunshades | Parker admitted to losing the sunshades | Jane made Parker buy her a new pair of sunshades","34512"
"Dan wanted to be just like his older brother Dave | Dan majored in business, just like Dave | Dan moved to New York in order to be close to Dave | Dan and Dave eventually decided to go into business together | Now Dan and Dave's is New York's largest furniture supplier","51423"
"Tim had a hard test coming up | It was in geometry, a subject he's weak in | Tim spent extra time studying | The day of the test he was nervous | Tim wound up getting a bad grade","51243"
"My husband and I decided we wanted to grow our own fresh vegetables | We tilled and prepared the area we decided would work best | After the tilling was done, we laid weed barrier down over the ground | We staked some fencing around the garden plot to keep animals out | After all that was done, we planted our vegetables in rows","13254"
"Joe's mother bugged him constantly to tie his shoelaces | She said he was going to trip on of these days | Joe ignored her | One day at school he stepped on his lace as he walked down the stairs | As he lay at the bottom of the stairs he wished he'd listened","51243"
"After debating for some time | Larry decided he would give in to his son's wish | He drove to the pet store down the street | He spoke with the store owner which led him to the birds | He found himself purchasing not one but to parrots for his young son","32451"
"Tyler is skating | Tyler is showing off | Tyler falls and lands on his neck | He is taken to the hospital | Tyler has a broken neck and needs time to heal","53421"
"Mike was running in the gym | He started wiping his sweat with a towel | During the run he saw odd blue stains on the towel | He realized the blue stains were from the dye of his headband | He took off the headband and finished the run","24531"
"Sandy had work on Friday night | Her friend was having a birthday party on the same night | She asked her co-workers if someone could take her shift | All of her co-workers said no | Sandy decided to call out sick","45213"
"Hannah wanted to make her own s'mores | She bought marshmallows and Graham crackers | Then she melted her chocolate on top of them | Her s'mores came out gooey and warm | Hannah was very proud of her snack making skills!","21345"
"Cindy wanted to be a doctor | And she was driven to help people | But she became desensitized to people's pains and illnesses | So she had no emotional involvement in her job | She sadly worked as a doctor until she retired","43521"
"Joe decided he wanted to start his own business doing something fun | He constructed a business plan to open a local gym | The business plan promised to provide Joe with a steady income | He was shocked to see 15% more membership sales than he anticipated | Joe's business became a success and gave him the money to live well","21345"
"My grandma made a giant batch of oatmeal every morning | She stirred it in a large metal bowl | She poured the oatmeal into dog dishes | Grandma placed the dog dishes outside | Her dogs ate the oatmeal for breakfast","32451"
"Carl owned a large field of land | He decided to grow crops in his field | He had his friends help him plant corn on his land | He has miles of corn growing on his land | He now sells his corn and splits the money with his friends","54123"
"Gina had been tripped and had fallen in the sand | Her friend Tami grabbed her arm to help her up | Gina knew she looked a mess all covered in sand | She wiped her face, and Tami wiped her legs | Gina was so upset she began to cry","32541"
"Becky bought new shoes | She loved the way they looked | They fit too tight | At first Becky dealt with it | Eventually it was too much and she had to exchange them","45123"
"I just turned forty years old | I had a midlife crisis | I decided to buy a sports car | My wife got mad at me | She made me sell the car","24351"
"Jake grew up poor and always daydreaming | He frequently told his mom that he wished he could fly | At adulthood, he chose a career path and studied hard | When he graduated college, his mom sobbed with joy | Jake had just become a pilot - now he could finally fly!","23154"
"Wendy's mother and father wanted to go on a date | They hired a babysitter | The babysitter played games with Wendy | They had a lot of fun | When Wendy's parents came home, she was fast asleep","52341"
"Jane was hiking with friends | They came upon a waterfall | Jane's friends all jumped in | Jane was a bit hesitant at first | Eventually she jumped in and had a lot of fun","13245"
"Richard's favorite animals were foxes | He decided to build a trap, so he could he a fox as a pet | Richard's mom asked where he was going with all of his tools | When he told her, she said foxes were wild and would make bad pets | Richard threw away his trap and asked for a dog instead","52143"
"Teddy hoped to be a star at gymnastics | He began taking classes at the local YMCA | Teddy's instructor was harsh, but very skilled | Teddy felt that he was learning a lot | Teddy continued improving and his dream followed him much of his life","25314"
"Tom hated the opera | His wife loved going | She would drag him to it often | One time he fell asleep and started snoring | His wife was terribly embarrassed","13254"
"Alicia loved movies and goes to the theater a lot | She decided to see the newest comedy | She bought her ticket then stood in line for popcorn | She found her seat in the theater and got comfortable | After the movie she went home and told her parents about it","13452"
"Arnold was scared of roaches | He would always be paranoid in his house because of this | He thought roaches were hiding in his house | One day he got up from bed for a glass of water | He saw a giant roach in his kitchen wall","32145"
"I was about to move into a new apartment | I was so happy that I threw a huge party | I had lots of food and drinks | At the end of the month, I had no money for rent | I decided that I would make a budget after that month","32541"
"Caley was reading a book in the bathtub | She dropped the book in the water | The book was soaking wet | Caley tried to let the book dry out, but it didn't work | Caley had to buy a new book to finish reading it","53142"
"Kyle dreamed of being a cheerleader | He didn't have any experience but he wanted to learn | He stood outside and swung his pom poms around | He was determined to be the first male cheerleader | When it was time for tryouts, Kyle could hardly wait!","54312"
"Ann hated chores, especially washing dishes | But she took a job as a dishwasher after school to earn money | She saw how hard and tiring it was to wash dishes constantly | She went home and saw her poor mom struggling to do the same thing | After that, Ann did the dishes every day without being asked","52341"
"Sally was going to make a pumpkin pie | She had never made one before | She found a recipe and bought the ingredients | As it was cooking, the house smelled great | Sally's pie turned out beautiful","12543"
"Eli really wanted to have his wedding in the park | They wouldn't let him book the venue | Then he found an old cold war bunker with a cool vibe | He suggested to his fiance they get married there | Eli's distraught because she decided not to marry him","15234"
"Penny was at recess with her friends | She started picking on a boy | Suddenly, the boy got angry | He punched her in the stomach and she began to cry | The boy got in trouble, even though she had started it","12435"
"Steve had just gotten a driver's license | He wanted to get a car | Steve asked his parents for a car | His parents told him he needed to pay for half | Steve got a part time job","21435"
"Lacy was heading out for a walk | She found a wallet in the street | She looked in the wallet and found an address for the owner | She saw it was around the corner, and went to deliver it | The man was so happy, and Lacy felt good returning it","15342"
"My friends and I were having a friendly game of soccer | Richard was the goalie, and I was on my way towards him | I kicked the ball towards the net with great confidence | Richard stopped the ball with his arm, but felt a sudden pain | Unfortunately he broke his arm, but it healed well in the next month","34125"
"Jake was a baseball player | He was their starting pitcher | He threw a perfect game last season | He was expected to do great things this season | Jake knew he would pitch great this year","52431"
"Samantha discovered Booger Balls splattered all over the backyard | She had exactly five minutes before her friend party would start | Samantha called to her mother for help | Her mom came to the rescue with the garden hose | After the Booger Balls had been washed away, the party started on time","45231"
"Baxter enjoyed being the center of attention | He was the teacher's pet from the start of the school year | As always, he brought his teacher an apple | The teacher looked at the apple and smiled at Baxter | Baxter sat down in his chair and glowed with pride","52314"
"Joe and Bob were watching a sports game on television | They were each rooting for a different team | The team Joe rooted for won the game | Bob was upset and embarrassed | Bob left the house without a word","43152"
"We thought it would be fun to go sledding together | We went to a place that has many slopes | We went down them and were amazed by how far we flew | Each bump would send us flying in the air | It was exciting but also somewhat scary","13524"
"Robin was going through a  nasty divorce | He was losing custody of his children | He decided he needed to come up with a way to see his kids | He decided to dress up and play as their nanny for hire | Robin loved spending time with his kids even as someone else","52134"
"Ronald puts some pasta in boiling water to cook | He then checks his mail | The pasta cooks for too long | It now has a soft texture | Ronald decides he has to pay attention the next time he cooks","31524"
"Ericka fell in her bathroom | She hit her leg on the toilet | She had a big cut and went to the emergency room | The ER doctor was unable to sew it up | They called a surgeon who fixed the cut","23415"
"Duke was a star athlete at his school | He performed well in everything but his academics | He was failing all of his classes | Duke's coaches found out and had to kick him off of the team | He was so upset he dropped out of school and didn't graduate","43521"
"Rocky was picking fruit from the orchard | He was high in the tree on a ladder | He lost his footing and fell | He woke up in the back of the truck | A friend was holding an ice pack to his head","41253"
"Fred is a pirate | Sometimes Fred likes to search for treasure | One day, Fred found a map | It led him to treasure | Now Fred is a rich pirate","25314"
"James woke up in the middle of the night to find his bed shaking | All the things in his room were shaking furiously | He was scared, but then suddenly it stopped | He got up and checked the news | He found out there had been an earthquake!","21543"
"Laura and her husband had two little girls | Laura and her husband thought were they done having babies | One day Laura started feeling a little off | She visited the doctor and got the shock of her life | Laura was pregnant not with one baby but with twins!","12435"
"When Jim's laptop stopped functioning, he bought a new one online | He waited for it every day checking his mail | When it finally arrived, Jim was ecstatic | He plugged the new laptop right away to see how good it was | But as soon as the laptop's screen lit up, it changed back to black","42135"
"Sarah's didn't want children but her husband, Bill, did | She secretly got a prescription of birth control pills | One day, Bill found the pills and was furious | After they were argued, Sarah felt really ill | Two days later, Sarah discovered she was pregnant","12435"
"Timmy wanted nothing more than to meet Rory McIlroy | He played a lot of golf and Rory was his favourite player | Last year, Timmy's dad got him tickets to go to the US Open | Rory's tee off time was the first of the day, so it was very early | Despite this, Timmy managed to get an autograph","31254"
"Maurice was traveling to Mauritius | He liked the country because it sounded similar to his name | When he arrived, it was not very well developed | Maurice didn't have a very enjoyable time | He left the following weekday","42153"
"Andy was feeling very nervous | He had a blind date at a restaurant | He sat down and waited for the date to show up | She said she would be wearing a black dress | When she came through the door, Andy was impressed with her beauty","12435"
"Tim was playing video games | His mother told him to turn them off | She wouldn't let him play until his grades went up | Tim studied everyday | He realized that sacrificing games for homework was worth it","45231"
"Tom was a student at middle school | There was a health fair at his school | He decided to get his hearing checked | He really enjoyed the testing process | He was happy to learn he was in perfect health","43521"
"The first day of school is tomorrow | My daughter is a little nervous | She has to ride a new bus this year | She does not know a lot of people on this bus | I assured her she would do fine","12534"
"Joe loved plants | So he bought himself some seeds and soil and a pot | He planted his seeds in a pot full of soil | He watered the plant everyday | In a month it grew into a big plant","12534"
"James was walking down a street one afternoon | He noticed a wallet lying on the ground | He decided to bring it to the police station | That evening, the phone rang | The old man had called to thank James for returning his wallet","25314"
"Todd is a very good trumpet player | His sister Nancy plays drums | They write and perform songs together at the local fair | They've both received recognition for their talents | Todd and Nancy both receive a recording deal for their work","52341"
"A man went on a road trip | He drove all day and night | He did not want to pay for a hotel | He decided to sleep in his car at a truck stop | He saved money and resumed the trip the next morning","45312"
"I saw the baby sparrow fall out of the nest | I watched as it stumbled around and seemed to be unharmed | I wondered if I should put him back in his nest | I did not have to because the momma bird still fed him on the ground | Baby learned to fly three days later","13524"
"On a sidewalk i saw an old man carrying his heavy bag | I helped him carry his bag along to the bus where he rides | He bid thanks and he wants to give me money | I didn't accept it because i'm not expecting anything in return | Then he said he admires me of my good deeds","41325"
"Bill and Dan were going to prank their high school English teacher | They looked up his address and drove to his house one night | They had a dozen rolls of toilet tissue and began littering the yard | Suddenly, the outside lights came on and someone yelled out | They got caught and were expelled from the school!","14523"
"Fred decided he should stay in touch with his aunt | He decided to send her a letter | Fred typed her a letter about how much he missed her | When he was finished, he mailed the letter | Fred was happy to be in touch with his aunt","31524"
"Tina always ran cold | Her boyfriend was more warm | She constantly wanted to turn up the heater | He constantly sneaked and turned it down | It caused them to break up eventually","45321"
"Ken needed to do laundry because all his clothes were dirty | He went to the laundromat and no one was there | Ken decided to get naked and wash the clothes he was wearing | He ran out of money by the time he needed to use the driers | Ken strutted to his car for more quarters and a man whistled at him","14253"
"Laura went to the bank to withdraw money | She filled out a withdrawal slip for $9000.00 | The teller asked her what the money was for | Laura explained she was remodeling her house | The teller counted out all large bills and wished her good luck","54132"
"Dan painted a string of swastikas on the curb in front of his house | He'd read they were Sanskrit symbols for good luck | The neighbors were very offended | They started revving up the media circus to ostracize him | Dan quickly painted over the symbols with a coat of yellow paint","31524"
"Sue never forgot to do her homework | In fact, she always did things before they were due | Her teacher gave an assignment on Monday to write a paper | It was due on Thursday | Thursday came around and Sue completely forgot about the paper","51234"
"Bobby and Joe were tossing a ball in the back yard | Bobby threw it too hard | It flew across the yard smashing into the kitchen window | Bobby thought he was going to be in big trouble | Fortunately his parents understood that it was an accident","41352"
"Jimmy had never gone to a concert before | His friend bobby offered him tickets | Jimmy was excited | They attended the concert together | Jimmy had one of the best times of his life","24351"
"I have a hard time reaching a certain position on my back | In this particularly spot, it always itchy | I ask my friends if they can scratch it for me | My friends thinks it is weird for them to scratch my back | Being nice friends they always scratch my back when I ask","23451"
"Tom took three showers a day | He noticed his bathroom was no longer clean | He saw mold on the floor | He cleaned the bathroom | His bathroom became clean","31245"
"Oliver berated his daughter for eating too many cookies | He sent her to her room, and then sniffed inside the cookie jar | The cookies looked so good, he decided just to eat a few | Oliver ate a few, and then some more, and couldn't stop | Oliver got a horrible tummy ache, and his daughter just laughed","14235"
"Wendy bought a few items from the grocery store | She received a call from her credit card provider the next day | They told her that her credit card over exceeded her maximum balance | When she checked her account, there was an unauthorized transaction | Someone paid $3000 for a trip to the bahamas","43152"
"Susie went to lunch with her friend Fran | The two went to a cheap restaurant | At the end when it came time to pay, Susie handed over her card | It was declined | Susie felt so embarrassed","25431"
"My friends and I got together for a movie last week | We pulled up Netflix and got some snacks | After hours of trying to decide we couldn't pick a movie | Nobody agreed on anything or would want to make a decision | We wound up just talking all night instead","51432"
"Marcy was downloading some music | She looked up every artist she wanted | Then, she downloaded each of their albums | Finally, she put all of the music on her device | When she was done, she listened to it","52134"
"Randy was the best basketball player at school | Nobody could match his level of skill | James was a new kid at school | He decided to challenge Randy to a game | Randy beats James by 20 points","13425"
"The mailman walked past the sign that said to beware of dog | A small dog barked from within the house | The mailman dropped the letters off and walked away | The dog barked once more for good measure | The mailman ignored the dog's pathetic barks","13452"
"My daughter was very excited to go on her favorite ride | We walked down the boardwalk | We saw the ride | She rode the ride | After the ride she begged to do it again","13524"
"Jenny learned to potty two weeks ago | Her mother was able to teach her rather quickly | Jenny mother would give her a pink sticker every time she potted | Soon Jenny wanted to potty all the time for a sticker | Her mother had to come up with a new good behavior gift for Jenny","43521"
"Rose's dog was acting very hyper | She decided to take him on a walk | On the walk Rose's dog saw a squirrel | He broke away from the leash and chased the squirrel down the street | Rose was relieved when he finally returned back a few minutes later","15324"
"Cheryl played the accordion | Her neighbors loved the music she played | Then those neighbors moved and new ones came | The new neighbors hated the accordion music | Cheryl had to only play when she went to her parent's house","25134"
"It was a warm Saturday | My friends and I decided to go to the pool | We all played around for a while and grilled out | I got a bit sunburn | Other than that it was a really fun time","52341"
"Susanna made some cookies | She put them in the oven | Then she forgot about them | She had went shopping | Susanna was upset because they burned","34512"
"Sue had to water her garden | She took the hose out of the shed and hooked it up | She walked the hose to her plants and turned on the water | The hose did not reach the plants | She had to fill up a watering can to water those flowers","12543"
"Anna loved hockey more than anything | She thought she was going to be a hockey star when she grew up | In middle school, Anna started playing soccer during lunch time | Anna soon began to enjoy soccer even more than hockey | She now hopes to be a professional soccer player","12543"
"Ron sat down at his computer to write his Great American novel | When he finished the manuscript, he got a publishing deal | After the book was released, Ron marketed very hard to sell books | Unfortunately, Ron never sold many copies and was forced to retire | Ron went back to his old job and moved on with his life","34521"
"George wanted to be fireman | He signed up to join the local fire department | George had to go through extensive training | He failed training on the first round | But on his second try he was able to pass and join","54213"
"Dan had some time off from work he had to use up | Dan called up a few buddies | Dan asked them if they'd like to take a cross-country trip with him | His buddies all agreed | They went from Georgia to Arizona together, and had a blast","45321"
"My wife brought the car for service this week | Her mechanic fixed everything but the axle seal | He said his shop did not do that type of repair | I called a repair service I used in the past | They said they could replace the seal","35412"
"Kate disliked the co-worker who sat next to her | One day he put in his two week notice | Everyone was sad | To his face Kate pretended to be upset as well | As soon as she walked away she was beaming ear to ear","21453"
"I love the sound of auto-tuned vocals | I bought my own recording equipment for singing | I also bought some audio software so I could auto-tune myself | My tracks all turned out silly and erratic | I didn't mind because I was enjoying myself so much","14325"
"A major street near Gina's home was closing for repairs | Gina didn't think the street was in bad shape | But she wasn't able to do anything about it | She drove toward the street to cross to the other side | Gina saw you couldn't drive on the street, or across it either","51243"
"The doctor told me I was too fat | He said I needed to lose thirty pounds | He gave me an exercise program | I followed the program for three months | I lost the thirty pounds!","23154"
"Adam was only eight years old | He'd never gone to a seafood restaurant before | He noticed the live lobsters when he first walked into the restaurant | He thought it was really cool that they had an aquarium there | However, he wasn't happy to see they cooked the lobsters","23415"
"Rose wanted to change her hairstyle | She thought about dying her hair | So she went across the street to get some hair dye | She picked the perfect color | Unfortunately though it came out badly so she had her stylist fix it","45123"
"I had a large stack of quarters on my desk | One day I counted them all | When I was done counting I realized I had 6 dollars in quarters | I took that money and bought lunch with it | I was able to buy four tacos!","51432"
"I woke up 6 am in the morning | I prepared breakfast and started to open my review books | My brother tried to talk to me | However, he left when he noticed that I was studying | I ended up falling asleep on my couch during the night","41352"
"Barry was on the International Space Station | He went for a space walk to make a repair | While in space, his tether came loose | Barry started to drift away from the ship | Instinctively, he grabbed hold of a bar with his dear life","42531"
"Sally was desperate for money | She needed to pay rent and was backed up on bills | She took out a payday loan to keep afloat | Now she is further in debt and more desperate | She contemplated suicide when she was evicted","25134"
"Tommy was sad that his cat, Fluffles, had died | His mother took him the pet store | There he saw an adorable brown and white guinea pig | His mother bought it for him | Tommy's new guinea pig made him feel better","23541"
"Tim was playing games with his family | They all had fun | Suddenly the dog jumped on the table | The dog knocked everything over | The family just started to play with the dog instead","53214"
"Brandon saw an ad where his favorite band was coming to town | He instantly logged onto his computer and bought a ticket | He bought a new outfit for the show | He arrived early to the show to hear the cover band | After the concert, he waited in line and got autographs","34512"
"A small town was located on an island | The only way to the mainland was via a slow ferry | The government built a bridge to ease access to the island | To save money, the contractors used cheap materials | The bridge was torn apart by the first large storm","52314"
"John was the best student in his class, but he always feared tests | On the third week of school, his teacher told him a test was coming | John studied for five hours every night for a week to prepare | John showed up to take the test, and it was easy for him | John got his exam back and received an A+","45321"
"Jamie sewed some curtains | She stitched some pretty trim along the edges | She hung the curtains and was frustrated | The trim looked crooked | Jamie decided to try and undo it","51432"
"Brandy liked to walk in the park | One day in the park, Brandy found some money | She was perplexed as to what to do with the money | She eventually turned it into the Police | She never regretted her decision","13452"
"Tom was sent to prison without warning | He was very confused about what happened | Suddenly, a year later they release him | They had the wrong person | Tom gets over a million from the government for it","51324"
"I have received many good video games lately | By the time I'm halfway through one, another is already waiting | I've been jumping from game to game | There is only one that doesn't occasionally crash my video card | So in the end I usually play XCOM 2","15234"
"Ed the waiter took an order from a table | One man asked for french fries that were extra crispy | Ed rolled his eyes and wrote down the order | Later the fries came out and Ed served them | The man inspected one to see if it was crispy enough and it was","42153"
"Alex needed to go to the pharmacy to get his medicine | He looked all over the house trying to find money to pay for it | On the way, he stopped and bought a single lottery ticket | The next night, Alex won the lottery | Now he never has to worry about finding money for his medicine again","54312"
"Colby's teacher had just assigned the class homework | He was upset he had homework | Colby called his teacher a name under his breath | The teacher heard Colby | She assigned Colby extra work","13245"
"Depression seemed to overwhelm Sarah after the birth of her child | Her friends and family told her that she should snap out of it | Sarah knew that she should be happy and that something was wrong | She contacted her obstetrician who recommended a psychiatrist | She was diagnosed with postpartum depression and began medication","14235"
"After high school, she went to college | She enrolled in the community college | She started attending every week day | She wanted to major in Journalism | She dropped out after the 2nd semester","53421"
"Sam got an old lawnmower from his relatives | It didn't work too well | Sam decided to fix it up | He bought inexpensive parts and did the work himself | Soon the lawn mower was running as good as new","12543"
"Choriko was a sane and sound individual | He went to work five days a week | He cooked his meals at home and had lots of friends | One day a dog puked on Choriko's shoes | That was the day that Choriko went berserk","34251"
"Joe was trying to do all his food shopping in a hurry | He ran from aisle to aisle and gathered his food | While turning a corner he crashed into a stock boy | All of his food went flying | The stock boy helped Joe pick up all his food","54123"
"Sally needed a car | Her husband took her car shopping | They were out all day | Sally was getting sick of car shopping | Suddenly she seen a brand new red car and bought it","12345"
"We went to the zoo together | We walked straight to Cat Country | There we found the red pandas | They were running and playing | We laughed and enjoyed the show","25143"
"Muldoon had an office job | He was tasked with organizing documents | He would often be done with his job by mid-Wednesday | Then Muldoon would be required to show up and do nothing for two days | Muldoon hated the ends of the weeks, but loved the weekends anyway","25143"
"One day the Johnston family kitchen caught on fire | Luckily they had a fire extinguisher in the kitchen | Mr Johnston put the fire out with it | Fortunately the fire didn't destroy anything | The Johnstons vowed to be more careful","31254"
"Jacob was an interpreter in Iraq | He was on a convoy in the desert, when they hit a mine | Jacob was taken captive by ISIS | He pretended to convert to Islam | He dressed up in a burqa and was able to escape as a woman","31524"
"I went to the store for milk | The milk was all the way in the back of the store | I had to walk for ten minutes to get there | When I got to the back I picked up eggs | I forgot to buy milk","14532"
"Sylvia was in a dance class | She had her dance recital that night | Unfortunately, she didn't have the routine completely down | Instead, her teacher came up with an alternative plan | During the song, she left the stage at parts she didn't know","14235"
"Sarah was excited about going on the trip | Her and her friends were going to float down the river | They had all bought tubes to float down the river in | The day came and they all jumped on their tubes in the river | They spent the day floating, relaxing, and having a good time","45231"
"Betty went out of her way to be a good employee | She tirelessly helped customers day in and day out | One day her supervisor came to her and fired her | Betty was so upset she took her 401k and cashed out | Betty bought out her old employer and fired her old boss","23145"
"Tommy wanted a new video game | He had no money to buy the game | He decided to mow lawns to earn the money | Soon, he was able to buy the game | It was the best game he ever played","53142"
"Our relationship confuses me | We got into another argument | He accused me of not working hard | I explained my computer was being slow | He refused to listen and shut me out","15243"
"My daughter's friend has a hippy mom, S | S loved to smoke pot at home | She would get very talkative and friendly | One day she called me Sam instead of my real name | My daughter's friend was mortified","23145"
"Today at work we had some rude customers | They were angry that they could not use their coupons | Their coupons had expired a week ago | Despite their rudeness and their expired coupons, I was nice | I honored the coupons for them, and that made them happy","52341"
"Dan was driving to the pond to go fishing | All of a sudden, he felt his car slow down and then stop | He called a mechanic who came out and towed the car | When they got to the mechanic's shop, he fixed up the car | It was too late to go fishing, so Dan had to return home","53241"
"My movie theatre charges for almost every little thing | Everything in theatre was already expensive | I thought the least they could do is give me a free refill | The person working behind the counter told me no free refills | This just aggravate me and made me never go back to the movie theatre","13452"
"Anita wanted to bake a cake | She looked in her cupboard for ingredients | She needed cocoa powder but could not find any | Anita remembered that she had some chocolate bars | She melted the chocolate down and mixed it into the cake batter","53142"
"The man came up with a strategy | He moved some markers on a board | He explained the moves to his soldiers | His soldiers asked questions | The man answered well","42135"
"Dilbo Donko was a blackjack dealer | He always played exactly by the house rules | One day a customer got angry with him and accused him of cheating | His manager was on break, and Donko was lost as to what to do | The customer was eventually escorted out by security","12435"
