"original_story","reordered_story"
"My little cousin was playing outside | A looked out the window to check on her | She was on her knees with her head lowered | I went outside to make sure she was ok | She said she killed an ant and was praying for it to go to heaven","12345"
"Andy enjoyed watching the Olympic games | Moreover, Andy loved seeing the various types of sports | However, Andy absolutely loved watching table tennis | Andy did not even know table tennis was an Olympic sport | Andy could not wait to see the Olympic table tennis competition","12345"
"Kim brought a book with her to read on the train | She really got into it and the ride passed quickly | There was a transfer stop along the way | When Kim changed trains she forgot her book | She spent the rest of the trip just looking out the window","34125"
"Tom was accidentally shot by his teammate in the army | Tom did not sustain much damage | He was angry so he beat the shooter up | Because of that, he was discharged from the army | He ends up being homeless","21345"
"Al went to the bar for some wine | The bartender poured him a glass of red | Al looked at his glass with suspicion | The bartender knew this look very well | Rather than argue, the bartender topped off Al's glass","41325"
"Rene was excited to go on a private jet for the first time | She had seen them in movies but never tried it out | As she walked in it was gorgeous | The flight was amazing | After the flight she never wanted to fly commercial again","24315"
"Ed put a dog door in so his dogs could go out by themselves | He had a fenced in yard so there was no chance they'd run off | One morning he sat down to have a bowl of cereal | He noticed a big fat racoon eating out of the dog bowl | It had come through the dog door","14253"
"John needed a new coat for the coming winter | John went to the department store | He tried on several coats | John narrowed it down to one of two jackets | He finally picked and bought the jacket with a hood","35412"
"My wife is retiring this week | She said she will collect for awhile | She read an article about mTurk | She has decided to work on mTurk | I said that it would be fun","51243"
"It was mike's last baseball game | The game was tied and he was on deck | He was getting heckled by members of the other team | So when he came up he was extra motivated | He singled up the middle and won the game for them","41235"
"Vince was bored so he decided to go for a walk | He went and sat by the local park's pond and waited | All of a sudden a large crane flew into the pond near him | Vince was amazed and grabbed his phone to take pictures | The Crane got shy and then left, so Vince went back home","31245"
"My coworker Ann is recovering from the end of an affair | She had an affair which ended when the man's wife got suspicious | Ann is angry that the man denied having an affair | Today she posted a photo of them together on Facebook | Her ex-lover must be nervous","53142"
"Andrew needed to get to work but didn't have any money | He jumped the train, meaning he didn't buy a ticket | Two officers boarded the train and checked tickets | Andrew didn't have a ticket and lied about his name | Now he's worried about being caught for the lie","21435"
"Susie was about to have a baby | She was quite nervous about it | She was not sure it would go well | She ended up being in labor for ten hours | When it was over it was well worth it for her however","15324"
"I just graduated high school | The administration said they would mail me my diploma | After three months, it hadn't been mailed | I called the administration to ask what happened | They had forgotten to mail it!","42135"
"A single woman dreamed of one day having a husband | So the single woman put an ad on Craigslist seeking a relationship | The single woman got an email message from a young man | The young man sent a picture that she found attractive | She and the young man went on to date and eventually got married","51432"
"Lucy and her grandparents ate dinner | Lucy ate all her fries and got more | She wanted more but grandma stopped her | Lucy had to eat her hamburger first | She ate it quickly and grabbed the last of the fries","23451"
"Alan sneezed, startling a squirrel | The squirrel climbed a tree to get away quickly | Alan watched it jump from branch to branch until it missed one | When it landed on its back on a rock, Alan nursed it | As it got better, the squirrel learned to eat from his hand","25143"
"Wilfred was a good and loving father | When he took ill and went to bed early, his kids were worried | They prepared him breakfast the next day | And stayed by his bedside telling him stories | When he got better, he took his kids out to the fair to thank them","12345"
"Al was in the final laps of a car race | He pulled into third place and looked for an opening | On the next turn he took it wide to get around the other car | The second place car tried to block Al but failed | Al passed him and became the new second place driver","31524"
"Jamie was afraid someone was following her home each night | She was growing more and more afraid with each passing week | Jamie finally broke down and bought a gun | One night, a man broke in and Jamie shot him dead | It turned out to be a man wanted by police for serial murder","12345"
"Mike picked up his date | They headed to the movies | Mike checked in his pocket for the tickets | They were not to be found | Mike returned home to get the tickets, but his date left","12345"
"Akane had been waiting for Christmas all year long | When the day arrived, her parents called her out of her room | In the den, Akane saw that Santa had visited and left presents | She quickly began opening presents one by one | The last thing she opened was a Nintendo 3DS, her most wanted item","52341"
"Janice decided to change jobs | Being a bank teller had become so mundane for her | She got a new job and began taking night courses at a local college | She had always wanted to work with children | Janice loves her new job as a teacher's aide","42513"
"Sammy was a big fan of one specific late night talk show | He decided to write away for tickets to a taping | A few weeks later, he received show tickets in the mail | He asked his friend, Ted, a fellow fan of the show, to go with him | Sammy and Ted went to the taping and had the time of their lives","15423"
"Tom was fairly political | He decided to post something about systemic racism | He got a lot of negative feedback | A few friends came out as racist | Tom unfriended them because of it","21345"
"Anthony, 23, checked craigslist for local piano instructors | He visited the home of a piano teacher in his area | The teacher was a 23-year-old Asian female who charged $20 per lesson | Anthony signed up and then determined she was single | But who Anthony thought was her brother was really her husband","21345"
"Sammi was playing the back yard when she spotted a bees' nest | She ran away from the nest, but the bees didn't follow her | Creeping close again, she saw the bees were busy making honey | Later, her mother harvested the honey from the nest | Sammi liked the honey, but she felt sorry for the bees","53214"
"Marissa wanted to sing in a jazz band | She went to the rehearsal | She sang the song Summertime | She did a good job | The band hired her as a singer","52134"
"Patricia hated when her mother and father argued | She would cry every time they fought | She was sixteen when her cousin told her stop being a cry baby | Patricia agreed she was tired of crying | Now she has a hard time showing emotion to her boyfriend","14352"
"I love pushing buttons on soda cups | It gives me satisfaction | I'm not sure why that is | Feeling the buttons pop makes me feel great | One of those weird things that I enjoy","32154"
"Seamus became very interested in US politics | He passionately supported his favorite politician | This particular politician was running for governor | With Seamus' help, the politician won the election | The politician did not keep his promises, discouraging Seamus","53412"
"The deer in the field show up every year | This year there were more than normal | When hunting season came, the deer scattered | After hunting season, the deer showed back up | There weren't as many this time","35214"
"Jill thought she was the best basketball player | She was convinced she would win the most valuable player award | She was excited for the awards banquet | Jill's coach did not call her name for the award | She was devastated","24531"
"Justin was terrified of dogs | His girlfriend had a dog and he wanted to feel comfortable with it | Justin went to therapy to help him get over his fear | After a few months of therapy Justin felt better around dogs | Justin then moved in with his girlfriend and her dog","52134"
"Queenie was getting married in a day | Before her wedding, she went to get a pedicure | They made her feet all pretty | Then, she chose a color for her nails | It ended up being really relaxing","54312"
"Erin had never made stew before | But since she just got a Crock Pot, she decided to try | She put in her beef and simmered it slowly | Then she added her veggies and finished the stew | When she sampled it, she loved its taste!","31245"
"My son is a little child | He ran outside to play | His friend was out there with him | They played together with sticks | My son came in from outside","43521"
"Mary was scared of swimming | Her mother enrolled her in a swimming class | The teacher asked Mary to put her head under the water | Mary was scared but complied because she trusted the teacher | Soon, Mary was swimming like a dolphin!","21453"
"Bob's show was starting and he couldn't find the remote to the cable | He tore up all the cushions on the couch, nothing | He checked under the sofas with a flashlight, nothing | He checked on the kitchen table and the bedrooms without luck | Finally he found it sitting next to the toilet in the bathroom","51234"
"Allie was going on a field trip | They were going to the art museum | When she got there she was so excited | She saw one of the paintings by her sister | Allie felt very proud","32514"
"There was a storm where Lucy lived | And she saw a cat soaked in rainy | So she decided to take it inside | The cat was so adorable that she decided to keep it | But when she woke up the next day, her couch and carpet were torn","35124"
"Amelia really wanted to join the army | She did her physical but didn't pass | She asked what was wrong with her | They told her she was too heavy and needed to lose weight | So she worked very much to be fit before her next test","12345"
"Beth was a little girl who wanted money to buy her own toys | Her parent's told her she would have to earn it | They told her to set up a lemonade stand | Beth set up a lemonade stand and sold a glass of lemonade | Beth had earned her very first money","15234"
"Jimmy and Jay were riding their bikes | While they were riding to the mall, the wheel gave way | The wheel flew off the bike | They had to wheel the bike back | They decided to throw it away","45231"
"Phil really wanted a poster from the movie theater | His best friend worked there | He asked him if he could buy it but the answer was no | Days later his best friend showed up with it | He was able to sneak it out after they used it","53214"
"I wanted to go swimming in a pool this Summer | I didn't own my a pool at all | I went to the public pool in town | I found that the pool was very filthy | I made a complain to the person in charge about it","34521"
"I went to pick my sister up | She was about to get inside my car | Before she got in I drove away | I kept doing this for almost a block | When she finally got in the car she was so mad","53241"
"We live in the country, a long way from town | All trips to town are usually well planned to save time and gas | Last week, on the spur of the moment, we went for ice cream | We were all excited about our impromptu adventure | The ice cream store was closed and it was a wasted trip","51243"
"Jeff hated to pay his bills | He put them off until they were two weeks late | He was charged $50 in late fees | This was very crushing to Jeff | He didn't have the money to pay for it","21345"
"Blake was failing in college | Blake had to get help from his counselor on what to do next | The counselor told him he was put on probation | Blake realized he needed to get his act together | Blake went to tutoring and he would go on passing the next semester","21453"
"Bill lived on Juniper way his entire life | He grew up on that street and then bought a house there as well | He figured he would live there forever | Then he met a girl named Juniper | They were married and Juniper wanted to move so they did","54132"
"I had lots of imaginary friends when I was little | I didn't think anything of it, but they stayed for a long time | I realized I still depended on them in my adulthood | I talked to a therapist about this phenomenon | She thinks I have Dissociative Identity Disorder","43125"
"The man dressed as Santa Claus had been robbed twice that week | Don arrived as Santa was being mugged for the third time | He beat the robbers down into bloody pulps | He showed them no mercy at all | He thought the resulting white skin with red blood was quite festive","15342"
"Sylvia was starting second grade | She had been homeschooled and she was nervous | She feared the public school children would be mean and taunt her | But she soon found that she needn't have worried | Sylvia made many new friends on her very first day!","24531"
"Suso hated being late | So she woke up as early as possible | Ultimately though, she missed the train | Suso was bummed | She had to take a cab instead","21435"
"Gwen sat down to teach her son how to use scissors | The little boy fumbled with the new tool | After a while, he caught on and cut straight lines | Gwen felt proud of herself for teaching something valuable | The next day, Gwen found straight lines cut in her drapes","45123"
"Kelly really wanted a new puppy | She begged and pleaded to her parents | Her parents finally gave in | The picked up a puppy that day | Kelly was beyond thrilled","12345"
"Lita was mad that her husband stayed up late playing games | She started yelling at him for things that didn't get done | Her husband told her he didn't realize there was stuff to be done | Lita sat down to make a To-do list for him | She pointed at the list any time he was planning to stay up late","54321"
"Kate and her friends went to a club | Kate saw a guy she had a crush on 2 years ago | They spent the night dancing and enjoying themselves | At the end of the night he didn't ask for her phone number | She didn't care since she knew he wouldn't call anyway","45321"
"The school group planned a trip for an overnight on a battleship | We arrived in the afternoon and took a tour of the ship | The ship was huge and we were free to explore the whole thing | After exploring we were shown to our sleeping quarters | We slept all night and in the morning we left the ship","34125"
"Sally liked to eat healthy | So she went to the store and bought a lot of kale | And then made a huge kale salad for dinner | But then she got sick that night | Sally hasn't had kale since that night","43251"
"Melinda had always been cautious to a fault | In every building she went to, she always learned the fire exits | Her friends made fun of her caution, but Melinda kept up her habits | One day a fire broke out in the store they were in | Melinda's friends were grateful for her caution then","45123"
"Dora was tired of being picked on by her big brother | Her complaints to her parents fell on deaf ears | She decided to get even | Enlisting the help of a friend, she set up a prank which backfired | Luckily, Dora's hair will grow back in a few weeks","43152"
"There was a boy who followed Isabella around at school | During recess, he ran after her and yelled her name | During lunch, he tried to sit next to her | Isabella asked if he wanted to be friends, and he said yes | The next day at school, they played together during recess","34125"
"Sally was carrying a pumpkin | It was from her garden | On the way to the house she tripped | The pumpkin went flying | The pumpkin broke open spilling its guts everywhere","54132"
"The cat strolled through the house | It found something funny | There was a pink ball on the floor | The cat swatted the ball | The cat liked playing with the ball","51432"
"Kelsi was doing her friend Stacy's hair for the ball | She wanted to give her curls | She took the curling iron and started curling | To her dismay, Kelsi burnt Stacy | Kelsi apologized and felt terrible","54231"
"Ethan sat at the piano in his teacher's studio | He felt guilty because he had not practiced his assignment | At first he thought he should just pretend that he practiced | He then decided this was wrong and he told his teacher the truth | They spent the entire lesson practicing what he should have done","54132"
"Kenya got stuck in traffic on her way to work | Since she was late to work, she had to call her boss to cancel | The traffic lasted for 1-2 hours | When she got out, she had to go back home | The family didn't bother saying anything since she looked mad","41325"
"Laura sat down and turned on her favorite television show | Laura's younger brother entered the living room | He sat down next to Laura, demanding that she play checkers with him | Even though Laura refused, her brother continued asking her to play | Upset, Laura stormed into her room and slammed the door","12354"
"Charlie went to the gym | He saw several of his friends | Charlie talked to his friends until the gym closed | Charlie went home without exercising at all | Charlie realized that he enjoyed his friends more than the gym","51324"
"I bought a new television for the big game | The television got to my house just in time | All of my friends came over and watched the game | Many of them commented on my new television | I am happy with my new purchase and I want to buy another","24531"
"Dan really enjoyed the television show Stranger Things | He was really bummed it was so short and ended quickly | Dan was frustrated waiting for the next season | He found out he could buy the soundtrack to the show | Dan listens to the soundtrack to mitigate his cravings","41235"
"Eddie put a container of milk on the counter | He walked to the pantry to get some cereal | He heard a big thump | When he turned, he found his cat had knocked over the carton | She was licking up the milk that had spilled everywhere","12345"
"Tom commutes on the train to work every day | He usually sits alone, but today a nice lady sat next to him | They chatted about their jobs and homes | Tom asked for her number | She gave her number and Tom was happy to have a new friend","23451"
"I resolved to fix the hole in the seat of my jeans | I got the sewing kit out of the bathroom | After a few minutes, I pricked my left index finger | I put the sewing kit back where I'd found it | I threw the jeans in the trash","54321"
"John hated his brother | He was always getting into fights with him | John did not want to fix things with him | John had to find somewhere else to live in | John left his parent's home to avoid his troublesome brother","53421"
"When I was five we were going to go camping with my neighbor | A day before the trip I got ill and we were unable to go | I was disappointed about missing the trip | The weather was bad and the neighbors were caught in a storm | The camping trip ended up being a disaster and I was glad I was sick","23145"
"Jordan needed a job badly | He lied on his resume | The boss liked what he saw on the resume | He called in Jordan for a resume | The boss found out that Jordan was lying and he didn't get the job","53124"
"Todd's truck had been having trouble starting | He had been getting jump starts | Todd began to save up money | He went to the store and bought a car battery | Todd installed the car battery and had no more trouble","14325"
"Phil's mom warned him to not let the dirty clothes stack up | Phil did not listen | Phil just kept stacking dirty clothes on top of dirty clothes | One day Phil was going to go on a date | Phil had no clean clothes to wear on his date so he had to cancel it","13452"
"Amy grew up on a farm in Illinois | Her family moved to the city when she was 14 | She visited her grandmother farm for the first time in 20 years | After dark they sat on the porch and a firefly landed on Amy's arm | It took her back to her childhood since she hadn't seen one in years","52143"
"He slept in late after staying awake all night | He rolled over in bed and stared at his wife | She woke up, asking him what was wrong | He said he was exhausted | She gave him a hug and told him to get some rest","15432"
"Jena wanted to have a snack | She decided to microwave a bag of popcorn | Jena put the popcorn in for too long | The popcorn burned | Jena put another bag in for less time","14235"
"I wanted to open a checking account | I found a local bank that had no opening fee | I went inside and asked to be helped | I met someone who helped me set up an account | When I left the bank, I had a new account","12345"
"Sara auditioned for a role in a car commercial | She practiced her one line night and day | At the audition she wowed the director with her acting prowess | So wowed that he offered her a role in his next commercial too | She nailed the next commercial as well and now she is famous","54123"
"Yesterday I went out and got some sour candy | I knocked myself out with candy | When I got some I realized my tongue was hurting | I ate too much | I had to slow it down","24315"
"Barry loves gardening, but hates one task | Barry despises having to pull weeds out of his garden | However, Barry knew that he had to pull the weeds out of his garden | As Barry was about to start the pulling the weeds, it began to rain | Barry was quietly glad for the rain, as he did not have to pull weeds","41352"
"I woke up a little past my morning alarm | Because of this I had little time to shave | My disposable razor handle snapped halfway into the shave | I had no time to find another or repair it | When I arrived at work, everyone laughed at the half shave","41532"
"Ren asked a friend to write a report or her | It took her friend a few days to prepare the paper | They exchanged the money and report when the paper was due | After the class, Ren received a phone call from her friend | She was mad since her report received an F","31245"
"The woman made a bowl of popcorn | She put butter on the whole bowl | Her son said he did not want butter | She popped another bowl of popcorn | She gave the popcorn to her son","43125"
"Katie was getting nervous because she lost her puppy | She looked everywhere for it | She searched the entire town and her house | Finally she saw the puppy in her backyard hiding | Kelly breathed a sigh of relief","12345"
"Sam was foraging the forest near his house for mushrooms | He found some large chicken of the hen mushrooms | He carefully picked them off of the tree log | Afterwards, he carried his mushrooms home | He was able to sell them to a restaurant for $300 the next day","41352"
"Cameron had written a song he really liked | His only problem was that he hated the lyrics | He tried for days to find better words | Still nothing came to him | Finally he decided to go without lyrics instead","12345"
"Brian took out his pocket knife and started to whittle | He made a snake that coiled around the branch he was whittling | A passerby was amazed at his talent and offered to purchase it | Brian asked for 10 dollars | The man gave him 20 dollars and told him to keep up the good work","53124"
"Lindsay was young | One day she came over dressed in a bathrobe | She ended up going to a relative's house | She was embarrassed by what she was wearing | Now Lindsay gets fully dressed before she leaves her house","14523"
"Matthias was an up and coming country singer looking for fame | He was singing and rocking and wowing the ladies in the local shows | He got his big break when his new single hit the airwaves | His road to success had started and he was bringing in the big money | He became country music's next top singer and was a superstar now","13542"
"Lee wanted to compete in a race | She started running on her own | Soon she was faster and faster | Then she entered a race | Lee came in third place!","34152"
"In 1996, my parents tooks a trip to Europe | They toured several countries in only a few weeks | During this trip, they brought back several keepsakes | They gave me a watch from Switzerland | The watch was psychedelic and shiny, and I cherish it","45231"
"Kolton went to library with his Grandmother | He decided to check out a scary book | His Grandmother warned him that it might give him nightmares | He went home and read the whole book | He had all kinds of nightmares that night!","12543"
"Mary is going to South Africa this summer to do charity work | She had to get several vaccinations before she left | However, she's very scared of needles | She went through with it because she really wanted to go | Now that that's over with, Mary is very excited to leave","32451"
"Jim and John looked forward to going to this new restaurant | They both loved Mexican food and it was close to their apartment | They both set a time to go over the weekend | When the night came, they both got ready | It turned out be a good restaurant, and continued to go there a lot","51243"
"Tom met a new friend named Bill | He could immediately tell Bill was very intelligent | He learned that Bill was a voracious reader | Bill made several reading recommendations including news websites | Tom began reading the news websites daily and soon felt much smarter","41532"
"Jane loved collectibles | She had a figurine that was very special to her | It was of a girl scout | She'd gotten it as gift when she joined the troop | Jane dusted it every day and kept it on display","32514"
"The big draft day was almost upon us | I started to do research to see what players I should be taking | I felt really good about my chances | But then the draft order came up and I was stuck with the 12th pick | I really wish i had gotten something more in the middle","53421"
"Ron and Kate were playing outside | But it was a burning hot day | They decided to go back inside | But then they heard an ice cream truck | They enjoyed eating ice cream outside together","12345"
"Jake had wanted to climb the tower for a long time | It had a bunch of stairs, but everyone said the view was great | He began his climb | Jake went up one hundred stories to the top | The view was incredible","31524"
"Darren had been split up with his wife for three years | They had not spoken a single word to each other since | One day his phone rang and it was his ex wife | She had been kicked out by her new husband and needed a place to stay | Darren now has a new roommate and it is his ex wife","21534"
"I needed to get some items for school | I went to an office supplies store with my aunt | I bought pens, papers, a calculator and a small tablet computer | We then went and had lunch and talked about clothes | To finish out our day, we went shopping for some jeans and shirts too","12345"
"Chanel hadn't talked to her mom in many years | They were finally having a chance to see each other again | Chanel was waiting at the airport to pick her up | She grew more excited as her mom appeared in the lobby | The two met and hugged each other closely, happy immediately","52314"
"Kelsi was getting married | She needed that perfect dress | She decided to drive to the shop to look | She liked the first one she tried on | She immediately bought it","15234"
"Kelly was driving home late last night from a party | She was speeding a bit | A cop ended up pulling her over | Thankfully he only gave her a warning | Kelly new better next time","51423"
"Cynthia loved staying indoors, she rarely left her home | She often broke down in public places minutes after leaving her house | She was diagnosed with social anxiety and needed medicine to go out | She finally decided to see a shrink about her debilitating condition | She got better within days and now shops for herself every day","54321"
"Our cat is devoted to my wife | She follows her around | Today my wife closed the door to get dressed | The cat scratched the carpet trying to get in | My wife said the cat is obsessed","12345"
"The family had just bought a new house | There was only a carport and no garage | They hated having a cold car every winter morning | They decided to build a garage | It would be a huge improvement to their home","51234"
"DJ wants to get in shape | He decided to join a gym | DJ lifted weights | He got into great shape | Now DJ feels much better","12345"
"Emily is a major gift officer at a non-profit organization | She has a pushy personality and isn't well-liked | Because of this, she doesn't earn a lot of gifts from donors | When she doesn't earn gifts, she doesn't hit her portfolio goals | Emily was recently fired because she didn't hit her goals","43251"
"Steve planned on cooking macaroni and cheese for lunch | He turned on the stove and nothing happened | He checked all the wires, but nothing worked | He called a repairman who came out that day | Soon, the stove was fixed","35421"
"Clint was a young fireman | He would often be the first person to report a fire | The fire department investigated some suspicious fires | They discovered that Clint had been setting fires | Clint was sent to jail after being convicted of arson","23514"
"Whitney wanted to impress her friends | She brought out her best recipe for enchiladas | She followed the recipe just so | She served everyone | She tasted them and realized she forgot the cheese!","54312"
"Kara and Kelly used to be close friends | One day, Kelly told her other friends a secret about Kara | Eventually, Kara found out what happened | She felt she could not trust Kelly anymore | They stopped hanging out because they no longer felt close","12354"
"Ben had been called over by his friend Samantha | She had a couch that needed to be moved | She really needed help because the couch was so heavy | They both struggled and strained with the weight of it | Finally they were able to move it","32514"
"Mike hated green vegetables of all kind | When he got married his wife cooked a lot of new foods | She made Mike a bowl of collard greens | Mike wanted to be nice so he tried the greens | To his surprise he thought they were delicious","52341"
"All my life I always had the most unruly curly hair | I finally decided to tame it and purchase a flat iron | When I bought the device, I heated it up and put it on my hair | To my surprise my hair was silky smooth | I could not believe my eyes","43215"
"Jim and Lauren had been together for a year | Lauren knew Jim was the one for her | Jim was not sure | One day Jim took Lauren for a walk | However, instead of proposing, he broke up with her","13254"
"Rob wanted to watch a movie with his girlfriend | He waited for her to get home from work | They talked about what movies they would like to watch | They agreed on a movie that was on Netflix | They watched the movie together and went to sleep","13452"
"Chad was working on repairing a car | He had one more part to fix | He went to the parts store to buy the part | The parts store was out of the part | The clerk ordered the part for Chad","35214"
"Martha always wanted to be a good baker | She watched a TV show on how to bake bread and tried it on her own | She ended up baking her first loaf of bread a week later | The loaf ended up coming out burnt | Her mom yelled at her and told her not to bake bread ever again","52341"
"Kate wanted to teach her puppy to sit | First, she watched online videos about how to train a dog | Then, she went to the pet store to buy treats | When Kate told the puppy to sit and he listened, she gave him a treat | Now the puppy sits a lot in hopes of getting treats","34125"
"I set my alarm clock for 8 o'clock | I didn't wake up in time for work | I was furious | I grabbed the clock to see why it was broken | It turns out I set it for 8 o'clock at night","23451"
"Jessica tripped and fell on her way into class on the first day | Jason, Jessica's friend from last year, snickered at her clumsiness | New kids Lina and Mark, helped Jessica to her feet | They did not laugh at her, they asked if she was ok | Jessica decided she would rather make nice, new friends","25143"
"Since Nancy looked young and innocent, Drew loved her | He also had a good impression of her motives | They started to talk to each other for a couple of days | Afterwards, he realized that she's worse than he thought | He also mentioned to me a moment when she punched him for no reason","13542"
"Lynn wanted to quit doing heroin | She knew it would be hard | So she signed up for support groups to be sure she had help | It was a long, tough struggle, but Lynn fought hard | In the end, she managed to get clean!","42513"
"A girl went into a cafe and approached the counter | She asked if she could plug her cell phone charger in | The cashier told her it was okay and plugged it in behind the counter | When the girl left, the cashier secretly unplugged the charger | He felt very evil for betraying her trust, but he never liked her","24315"
"Donna wanted to be an elementary school teacher | She always dreamed of working with children | But her dreams changed after she was hired at a local school | She became sick of dealing with kids and parents | And she wished she never became a teacher","23145"
"The mountain loomed on the horizon | They had their gear all packed, it was time to go | It was a direct vertical ascent, almost 1000 feet straight up | They began slowly making their way up | The summit would take days, but they knew it would be worth it","51324"
"Sam wanted to go to a party | Her parents wouldn't let her | She decided to go anyways | She ended up getting caught | Her parents punished her for not abiding by the rules","34125"
"Jordan needed to return a pair of pants to the store | He could not find the receipt for the pants, however | He looked in his wallet and junk drawer to no avail | Jordan took the pants to the store anyway | The clerk gave him store credit and a warning for next time","51432"
"Jenny went to the beach on a hot summer day | She laid out her towel on the white sand and put on sunscreen | The ocean breeze and smell of salt made her feel calm | She pulled out a book she never got a chance to finish | She enjoyed the rest of her day relaxing and reading","25431"
"Ken entered a marathon | He didn't train all that much | He was not properly prepared on the day of the marathon | Ken only made it a fourth of the way before giving up | He was too exhausted to continue","41532"
"Bill had just graduated from college when he moved to a new town | Bill didn't know anyone | Bill decided he would make friends at his new job | Bill asked his co-workers to have dinner with him after work one day | They all accepted and are now fast friends with Bill!","34125"
"Kelly decided to run in a marathon for cancer | She woke up everyday at 5am to run 5 miles | She even trained with a personal trainer to complete the entire race | On the day of the race, there was a snowstorm | The race was cancelled and Kelly felt disappointed","52431"
"We walked down the dark trail | People dressed as monsters jumped out at every turn | We jumped and screamed a lot | We started running at one point | We had a great time at the haunted trail","43215"
"Cruz had a crush on a classmate | He asked the girl to be his girlfriend | The girl admitted that she was interested in someone else | Cruz was heartbroken | His mother spent days trying console him","34521"
"Frank bought a cheap phone at Walmart last month | The phone wasn't very user-friendly | Whenever Frank tried to make a phone call the phone shut off | He was so fed up with the phone at this point | Frank bought the new iPhone","31245"
"Rick is bored with life | He wants a new job | He decides to open a new shop | He opens up a pawn shop | Rick was very happy with his new job","15234"
"Dola had just broken up with her boyfriend | The two met at the mall a few days later | They started to talk, hesitantly at first | Soon they were laughing and chatting just like old times | Dola agreed to give her ex another chance","34521"
"For my 40th birthday party we went out to eat | We arrived at the restaurant | I was surprised that many of my friends met us there | We ate, drank, and had a fun surprise celebration | It was a very good birthday","21345"
"Gina and her family were attending her Grandpa's funeral | Gina didn't want to sit in the front row | She waited in the lobby till everyone was seated | She crept in and took a seat towards the back | Her mother saw her and made her move to the front row","24531"
"Tom got into trouble at work | They claimed he hadn't replied to emails | Tom said he never got them | They checked and the e-mails went to his spam folder | Tom fixed the problem and did better at work","12345"
"Tom wanted to watch a movie | He owned many great movies on DVD | He could not decide which one to watch | He put all of his DVD's in a pile | He closed his eyes and randomly selected one, he enjoyed it","23451"
"Rex had always wanted to learn to play an instrument | He decided to learn to play violin | At first it was tough to play | However, he practiced until he felt comfortable with the violin | He was happy to finally be learning how to play an instrument","24513"
"Henry woke up somewhere cramped and dark | He couldn't move at all, and realized he was in a coffin | He began to scream, but of course no one could hear him | They'd mistaken Henry's coma for death | After some hours, Henry suffocated, proving them right","43251"
"Lisa was going on her first plane ride to visit some cousins | She was very nervous about flying in a plane | She had her eyes shut tight when the plane took off | Before she knew it she was in the air | She realized there wasn't really anything to be afraid of","25314"
"Susie got a gift for her birthday | It was an album | She had never heard it before | When she put it in the computer she couldn't believe it | It was the best album she had heard","31524"
"My mom came home from work | She forgot that baby Elena was by my aunt's house | She panicked and called the cops | They couldn't report anything since no crime happened | My mom received a warning","51234"
"One day at work Jenny spills coffee on her blue jeans | She tries to get the coffee stain out, but it stays on her jeans | She decides she cannot wear them any more | The next day she buys a new pair of jeans for work | She is very careful not to spill anything on her new jeans","15243"
"Mark and Olivia had been fighting a lot | Mark decided he was ready for a divorce | He filed the paperwork at the courthouse | Olivia was crushed | She thought they were going to get back together","12345"
"The mailman delivered my set of new acne products | For the past week, I used it everyday | However, my face started to dry up and it formed rashes | Today, I had to wear a hat in school to protect my face | I had to squint my eyes to relieve the pain","34125"
"Nancy was afraid of roaches | She screamed every time she saw a roach | One evening she fought with her mother and was kicked out | She slept in Mayfair Park, across the street from her house | She used a public restroom and a roach scrambled out her underwear","12345"
"Tory is a busy woman and complains about losing energy | This afternoon, after work, she went to pick up her two kids | They were tired and fell asleep in the front seat | While driving Tory fell asleep and crashed at an intersection | She blamed the crash on the other car, but she was on camera sleeping","31524"
"Olive went to try wedding dresses again that day | She put on a fake engagement ring before heading in the store | She stayed there for two hours looking at herself in the mirror | She told the store clerk she'd come back when she made her choice | But as soon as she was out of the store, she removed the ring","42531"
"The family went to the farm to find a Christmas tree | The found one and chopped it down | It was the perfect size | The took it the their car and tied it down | When they got home they decorated it","53214"
"Mirkle was a Christmas elf at a local department store | He had to go through training in early November | After training, he had to be part of the Christmas village | The day after Thanksgiving Mirkle start in the village | He was the best elf at the village that year","51342"
"Daisy loves to collect rocks and is proud of her large collection | Most of her rocks were found at home or in the school yard | New specimens were getting harder to find, making her sad | Daisy's parents wanted to help, so they planned a trip to the Park | That weekend, they all had a great time together hiking for new rocks","31245"
"I decided to make burgers | I made the patties and put them on a plate | I left the plate on the picnic table | Next thing I knew, the dog had stolen the plate | She had the burger on the ground, eating them all","51423"
"Ernest was playing video games | The sound of explosions and gunfire emitted from the television | His mother walked in the room and sighed | She turned off the television, much to Ernest's protest | Ernest had been playing all morning","31245"
"John knew how to do almost everything | He did not know how to swim though | John wanted to learn so he took lessons | Eventually John learned how to swim | John went on to be a great swimmer","45123"
"I often receive flowers when i was in college | I kept them all inside a book | Then one day i received a dozen of red rose | I had difficulty in putting it in a book because it's too many | So i decided to put it on a vase","32154"
"Susan got a new phone | She needed to see how to use the Touch ID | She put her finger on it | She had to do it numerous times | Finally she did it right","43251"
"Jane loaned Parker her favorite pair of sunshades | Parker never returned the sunshades | Jane confronted Parker about the sunshades | Parker admitted to losing the sunshades | Jane made Parker buy her a new pair of sunshades","35412"
"Dan wanted to be just like his older brother Dave | Dan majored in business, just like Dave | Dan moved to New York in order to be close to Dave | Dan and Dave eventually decided to go into business together | Now Dan and Dave's is New York's largest furniture supplier","54123"
